uf,cod_org,org,cod_orgsup,orgsup,grupo_nucleo,n_ativos,mes_ref
AL,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,19,2025-12
AL,26402,INSTITUTO FEDERAL DE ALAGOAS,15000,MINISTERIO DA EDUCACAO,IF,724,2025-12
AL,26420,INSTITUTO FEDERAL FARROUPILHA,15000,MINISTERIO DA EDUCACAO,,16,2025-12
AL,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,53,2025-12
AL,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,263,2025-12
AL,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,2,2025-12
AL,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,46,2025-12
AL,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,29,2025-12
AL,54100,MINISTERIO DA CULTURA,-1,SEM INFORMACAO,,3,2025-12
AL,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,90,2025-12
AL,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,1,2025-12
AL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,103,2025-12
AL,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,42,2025-12
AL,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,57,2025-12
AL,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,1,2025-12
AL,26231,UNIVERSIDADE FEDERAL DE ALAGOAS,15000,MINISTERIO DA EDUCACAO,UNIV,3188,2025-12
AM,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,52,2025-12
AM,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,6,2025-12
AM,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,5,2025-12
AM,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,28,2025-12
AM,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,8,2025-12
AM,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,12,2025-12
AM,32300,"AGENCIA NACIONAL DO PETROLEO, GAS NATURAL E BIOCOMBUSTIVEIS",32000,MINISTERIO DE MINAS E ENERGIA,,3,2025-12
AM,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,35,2025-12
AM,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,9,2025-12
AM,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,86,2025-12
AM,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,25,2025-12
AM,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,53,2025-12
AM,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,42,2025-12
AM,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,29,2025-12
AM,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,128,2025-12
AM,36201,FUNDACAO OSWALDO CRUZ,25000,MINISTERIO DA SAUDE,,55,2025-12
AM,26270,FUNDACAO UNIVERSIDADE FEDERAL DO AMAZONAS,15000,MINISTERIO DA EDUCACAO,UNIV,3140,2025-12
AM,93320,GOVERNO DO ESTADO DO AMAZONAS,-1,SEM INFORMACAO,,2,2025-12
AM,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,95,2025-12
AM,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,62,2025-12
AM,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,12,2025-12
AM,26403,INSTITUTO FEDERAL DO AMAZONAS,15000,MINISTERIO DA EDUCACAO,IF,1800,2025-12
AM,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,82,2025-12
AM,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,199,2025-12
AM,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,33,2025-12
AM,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,61,2025-12
AM,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,397,2025-12
AM,40115,MINISTERIO DA DEFESA,-1,SEM INFORMACAO,,28,2025-12
AM,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,277,2025-12
AM,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,120,2025-12
AM,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,113,2025-12
AM,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,64,2025-12
AM,40603,SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,71,2025-12
AM,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,1,2025-12
AP,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,25,2025-12
AP,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,4,2025-12
AP,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,4,2025-12
AP,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,9,2025-12
AP,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,4,2025-12
AP,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,1,2025-12
AP,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,16,2025-12
AP,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,8,2025-12
AP,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,13,2025-12
AP,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,23,2025-12
AP,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,34,2025-12
AP,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,21,2025-12
AP,26286,FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,15000,MINISTERIO DA EDUCACAO,UNIV,1098,2025-12
AP,93220,GOVERNO DO ESTADO DO AMAPA,-1,SEM INFORMACAO,,4,2025-12
AP,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,78,2025-12
AP,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,31,2025-12
AP,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,5,2025-12
AP,26426,INSTITUTO FEDERAL DO AMAPA,15000,MINISTERIO DA EDUCACAO,IF,685,2025-12
AP,26436,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,15000,MINISTERIO DA EDUCACAO,,2,2025-12
AP,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,19,2025-12
AP,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,56,2025-12
AP,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,-1,SEM INFORMACAO,,1,2025-12
AP,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,4,2025-12
AP,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,107,2025-12
AP,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,31,2025-12
AP,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,67,2025-12
AP,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,2,2025-12
AP,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,70,2025-12
AP,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,28,2025-12
AP,40603,SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,1,2025-12
AP,26258,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,15000,MINISTERIO DA EDUCACAO,UNIV,7,2025-12
BA,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,324,2025-12
BA,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,10,2025-12
BA,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,16,2025-12
BA,36208,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,25000,MINISTERIO DA SAUDE,,18,2025-12
BA,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,39,2025-12
BA,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,10,2025-12
BA,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,13,2025-12
BA,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,20,2025-12
BA,32300,"AGENCIA NACIONAL DO PETROLEO, GAS NATURAL E BIOCOMBUSTIVEIS",32000,MINISTERIO DE MINAS E ENERGIA,,28,2025-12
BA,26201,COLEGIO PEDRO II,15000,MINISTERIO DA EDUCACAO,IF,2,2025-12
BA,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,13,2025-12
BA,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,104,2025-12
BA,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,147,2025-12
BA,40301,COMISSAO NACIONAL DE ENERGIA NUCLEAR,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,1,2025-12
BA,22203,COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA,40100,MIN DA INTEG E DO DESENV REGIONAL,,1,2025-12
BA,22200,COMPANHIA NACIONAL DE ABASTECIMENTO,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,1,2025-12
BA,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,41,2025-12
BA,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,8,2025-12
BA,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,111,2025-12
BA,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,26,2025-12
BA,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,7,2025-12
BA,24205,FUNDACAO BIBLIOTECA NACIONAL,54100,MINISTERIO DA CULTURA,,1,2025-12
BA,40408,FUNDACAO CULTURAL PALMARES,54100,MINISTERIO DA CULTURA,,1,2025-12
BA,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,208,2025-12
BA,57201,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",33200,MINISTERIO DO TRABALHO E EMPREGO,,7,2025-12
BA,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,72,2025-12
BA,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,51,2025-12
BA,36201,FUNDACAO OSWALDO CRUZ,25000,MINISTERIO DA SAUDE,,108,2025-12
BA,26271,FUNDACAO UNIVERSIDADE DE BRASILIA,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
BA,26277,FUNDACAO UNIVERSIDADE FEDERAL DE OURO PRETO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
BA,26352,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,15000,MINISTERIO DA EDUCACAO,UNIV,7,2025-12
BA,26274,FUNDACAO UNIVERSIDADE FEDERAL UBERLANDIA,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
BA,94920,GOVERNO DO ESTADO DA BAHIA,-1,SEM INFORMACAO,,14,2025-12
BA,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,99,2025-12
BA,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,70,2025-12
BA,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,53,2025-12
BA,26404,INSTITUTO FEDERAL BAIANO,15000,MINISTERIO DA EDUCACAO,,1539,2025-12
BA,26427,INSTITUTO FEDERAL DA BAHIA,15000,MINISTERIO DA EDUCACAO,,2819,2025-12
BA,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,3,2025-12
BA,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,124,2025-12
BA,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,1188,2025-12
BA,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,-1,SEM INFORMACAO,,1,2025-12
BA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,5,2025-12
BA,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,113,2025-12
BA,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,323,2025-12
BA,40115,MINISTERIO DA DEFESA,-1,SEM INFORMACAO,,1,2025-12
BA,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,750,2025-12
BA,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,1,2025-12
BA,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,228,2025-12
BA,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,145,2025-12
BA,35000,MINISTERIO DAS RELACOES EXTERIORES,-1,SEM INFORMACAO,,9,2025-12
BA,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,231,2025-12
BA,98000,ORGAO CENTRAL DO SIPEC - SISTEMA DE PESSOAL CIVIL DA ADMINISTRACAO FEDERAL,-1,SEM INFORMACAO,,1,2025-12
BA,26442,UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,15000,MINISTERIO DA EDUCACAO,UNIV,104,2025-12
BA,26232,UNIVERSIDADE FEDERAL DA BAHIA,15000,MINISTERIO DA EDUCACAO,UNIV,5390,2025-12
BA,26267,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
BA,26260,UNIVERSIDADE FEDERAL DE ALFENAS - MG,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
BA,26252,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
BA,26454,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
BA,26280,UNIVERSIDADE FEDERAL DE SAO CARLOS - SP,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
BA,26282,UNIVERSIDADE FEDERAL DE VICOSA - MG,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
BA,26449,UNIVERSIDADE FEDERAL DO CARIRI - CE,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
BA,26447,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,15000,MINISTERIO DA EDUCACAO,UNIV,610,2025-12
BA,26351,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,15000,MINISTERIO DA EDUCACAO,UNIV,1574,2025-12
BA,26273,UNIVERSIDADE FEDERAL DO RIO GRANDE - RS,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
BA,26450,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,15000,MINISTERIO DA EDUCACAO,UNIV,619,2025-12
BA,26254,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,6,2025-12
BA,26230,UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,15000,MINISTERIO DA EDUCACAO,UNIV,284,2025-12
BA,26255,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
CE,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,276,2025-12
CE,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,5,2025-12
CE,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,12,2025-12
CE,36208,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,25000,MINISTERIO DA SAUDE,,11,2025-12
CE,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,36,2025-12
CE,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,7,2025-12
CE,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,11,2025-12
CE,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,15,2025-12
CE,99041,ASSEMBLEIA LEGISLATIVA - CEARA,-1,SEM INFORMACAO,,2,2025-12
CE,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,20,2025-12
CE,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,15,2025-12
CE,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,139,2025-12
CE,40301,COMISSAO NACIONAL DE ENERGIA NUCLEAR,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,11,2025-12
CE,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,53,2025-12
CE,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,34,2025-12
CE,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,86,2025-12
CE,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,165,2025-12
CE,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,120,2025-12
CE,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,45,2025-12
CE,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,20,2025-12
CE,36201,FUNDACAO OSWALDO CRUZ,25000,MINISTERIO DA SAUDE,,58,2025-12
CE,94320,GOVERNO DO ESTADO DO CEARA,-1,SEM INFORMACAO,,23,2025-12
CE,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,80,2025-12
CE,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,41,2025-12
CE,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,22,2025-12
CE,26404,INSTITUTO FEDERAL BAIANO,15000,MINISTERIO DA EDUCACAO,,1,2025-12
CE,26405,INSTITUTO FEDERAL DO CEARA,15000,MINISTERIO DA EDUCACAO,IF,3624,2025-12
CE,26435,INSTITUTO FEDERAL DO RIO GRANDE DO NORTE,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
CE,26407,INSTITUTO FEDERAL GOIANO,15000,MINISTERIO DA EDUCACAO,,10,2025-12
CE,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,1,2025-12
CE,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,99,2025-12
CE,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,780,2025-12
CE,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,3,2025-12
CE,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,95,2025-12
CE,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,65,2025-12
CE,17000,MINISTERIO DA ECONOMIA,-1,SEM INFORMACAO,,1,2025-12
CE,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,614,2025-12
CE,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,5,2025-12
CE,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,175,2025-12
CE,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,89,2025-12
CE,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,172,2025-12
CE,99040,PREFEITURA MUNICIPAL DE FORTALEZA - CE,-1,SEM INFORMACAO,,7,2025-12
CE,20101,PRESIDENCIA DA REPUBLICA,-1,SEM INFORMACAO,,2,2025-12
CE,26442,UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,15000,MINISTERIO DA EDUCACAO,UNIV,530,2025-12
CE,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
CE,26247,UNIVERSIDADE FEDERAL DE SANTA MARIA - RS,15000,MINISTERIO DA EDUCACAO,UNIV,11,2025-12
CE,26282,UNIVERSIDADE FEDERAL DE VICOSA - MG,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
CE,26449,UNIVERSIDADE FEDERAL DO CARIRI - CE,15000,MINISTERIO DA EDUCACAO,UNIV,501,2025-12
CE,26233,UNIVERSIDADE FEDERAL DO CEARA,15000,MINISTERIO DA EDUCACAO,UNIV,5266,2025-12
CE,26243,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
CE,26244,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,1382,2025-12
DF,40106,ADVOCACIA-GERAL DA UNIAO,20101,PRESIDENCIA DA REPUBLICA,,3,2025-12
DF,21300,AGENCIA ESPACIAL BRASILEIRA,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,57,2025-12
DF,44205,AGENCIA NACIONAL DE AGUAS,40211,MINISTERIO DO MEIO AMBIENTE,,283,2025-12
DF,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,522,2025-12
DF,32200,AGENCIA NACIONAL DE ENERGIA ELETRICA,32000,MINISTERIO DE MINAS E ENERGIA,,436,2025-12
DF,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,491,2025-12
DF,36208,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,25000,MINISTERIO DA SAUDE,,16,2025-12
DF,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,471,2025-12
DF,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,188,2025-12
DF,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,581,2025-12
DF,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,834,2025-12
DF,20224,AGENCIA NACIONAL DO CINEMA,54100,MINISTERIO DA CULTURA,,1,2025-12
DF,32300,"AGENCIA NACIONAL DO PETROLEO, GAS NATURAL E BIOCOMBUSTIVEIS",32000,MINISTERIO DE MINAS E ENERGIA,,75,2025-12
DF,97401,CAMARA LEGISLATIVA DO DISTRITO FEDERAL,-1,SEM INFORMACAO,,4,2025-12
DF,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,201,2025-12
DF,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,35,2025-12
DF,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,238,2025-12
DF,45203,COMISSAO DE VALORES MOBILIARIOS,17600,MINISTERIO DA FAZENDA,FAZ,422,2025-12
DF,40301,COMISSAO NACIONAL DE ENERGIA NUCLEAR,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,5,2025-12
DF,29214,COMPANHIA BRASILEIRA DE TRENS URBANOS,40200,MINISTERIO DAS CIDADES,,8,2025-12
