uf,cod_org,org,cod_orgsup,orgsup,grupo_nucleo,n_ativos,mes_ref
RJ,20000,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,-1,SEM INFORMACAO,,4,2025-12
RJ,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,5,2025-12
RJ,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,286,2025-12
RJ,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,10637,2025-12
RJ,35000,MINISTERIO DAS RELACOES EXTERIORES,-1,SEM INFORMACAO,,19,2025-12
RJ,55200,MINISTERIO DO ESPORTE,-1,SEM INFORMACAO,,1,2025-12
RJ,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,543,2025-12
RJ,45208,SUPERINTENDENCIA DE SEGUROS PRIVADOS,17600,MINISTERIO DA FAZENDA,FAZ,256,2025-12
RJ,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,15,2025-12
RJ,26269,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,2049,2025-12
RJ,26245,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,11771,2025-12
RJ,26236,UNIVERSIDADE FEDERAL FLUMINENSE - RJ,15000,MINISTERIO DA EDUCACAO,UNIV,6314,2025-12
RJ,26249,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,2308,2025-12
RN,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,100,2025-12
RN,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,8,2025-12
RN,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,10,2025-12
RN,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,2,2025-12
RN,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,13,2025-12
RN,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,65,2025-12
RN,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,36,2025-12
RN,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,39,2025-12
RN,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,22,2025-12
RN,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,7,2025-12
RN,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,70,2025-12
RN,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,7,2025-12
RN,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,7,2025-12
RN,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,66,2025-12
RN,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,18,2025-12
RN,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,4,2025-12
RN,26285,FUNDACAO UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
RN,94420,GOVERNO DO ESTADO DO RIO GRANDE DO NORTE,-1,SEM INFORMACAO,,13,2025-12
RN,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,54,2025-12
RN,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,11,2025-12
RN,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,11,2025-12
RN,26435,INSTITUTO FEDERAL DO RIO GRANDE DO NORTE,15000,MINISTERIO DA EDUCACAO,IF,2644,2025-12
RN,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,71,2025-12
RN,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,258,2025-12
RN,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,4,2025-12
RN,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,39,2025-12
RN,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,43,2025-12
RN,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,149,2025-12
RN,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,2,2025-12
RN,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,75,2025-12
RN,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,69,2025-12
RN,35000,MINISTERIO DAS RELACOES EXTERIORES,-1,SEM INFORMACAO,,3,2025-12
RN,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,64,2025-12
RN,26243,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,15000,MINISTERIO DA EDUCACAO,UNIV,5105,2025-12
RN,26264,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,15000,MINISTERIO DA EDUCACAO,UNIV,1146,2025-12
RO,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,32,2025-12
RO,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,3,2025-12
RO,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,4,2025-12
RO,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,3,2025-12
RO,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,4,2025-12
RO,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,43,2025-12
RO,99010,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,32000,MINISTERIO DE MINAS E ENERGIA,,1,2025-12
RO,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,11,2025-12
RO,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,4,2025-12
RO,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,40,2025-12
RO,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,26,2025-12
RO,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,27,2025-12
RO,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,62,2025-12
RO,36201,FUNDACAO OSWALDO CRUZ,25000,MINISTERIO DA SAUDE,,20,2025-12
RO,26268,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA,15000,MINISTERIO DA EDUCACAO,UNIV,1337,2025-12
RO,93520,GOVERNO DO ESTADO DE RONDONIA,-1,SEM INFORMACAO,,4,2025-12
RO,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,93,2025-12
RO,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,55,2025-12
RO,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,4,2025-12
RO,26421,INSTITUTO FEDERAL DE RONDONIA,15000,MINISTERIO DA EDUCACAO,IF,162,2025-12
RO,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,85,2025-12
RO,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,120,2025-12
RO,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,2,2025-12
RO,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,130,2025-12
RO,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,72,2025-12
RO,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,1,2025-12
RO,40115,MINISTERIO DA DEFESA,-1,SEM INFORMACAO,,17,2025-12
RO,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,142,2025-12
RO,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,2,2025-12
RO,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,7,2025-12
RO,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,93,2025-12
RO,40211,MINISTERIO DO MEIO AMBIENTE,-1,SEM INFORMACAO,,3,2025-12
RO,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,52,2025-12
RO,99033,PREFEITURA MUNICIPAL DE PORTO VELHO - RO,-1,SEM INFORMACAO,,3,2025-12
RO,40603,SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,2,2025-12
RO,99044,TRIBUNAL DE JUSTICA DO ESTADO DE RONDONIA,-1,SEM INFORMACAO,,1,2025-12
RR,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,29,2025-12
RR,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,2,2025-12
RR,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,5,2025-12
RR,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,1,2025-12
RR,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,10,2025-12
RR,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,29,2025-12
RR,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,17,2025-12
RR,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,1,2025-12
RR,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,17,2025-12
RR,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,15,2025-12
RR,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,27,2025-12
RR,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,53,2025-12
RR,93620,GOVERNO DO ESTADO DE RORAIMA,-1,SEM INFORMACAO,,3,2025-12
RR,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,70,2025-12
RR,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,17,2025-12
RR,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,6,2025-12
RR,26437,INSTITUTO FEDERAL DE RORAIMA,15000,MINISTERIO DA EDUCACAO,IF,763,2025-12
RR,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,52,2025-12
RR,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,59,2025-12
RR,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,3,2025-12
RR,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,138,2025-12
RR,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,59,2025-12
RR,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,1,2025-12
RR,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,87,2025-12
RR,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,5,2025-12
RR,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,89,2025-12
RR,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,10,2025-12
RR,26250,UNIVERSIDADE FEDERAL DE RORAIMA,15000,MINISTERIO DA EDUCACAO,UNIV,994,2025-12
RS,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,497,2025-12
RS,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,19,2025-12
RS,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,17,2025-12
RS,36208,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,25000,MINISTERIO DA SAUDE,,10,2025-12
RS,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,41,2025-12
RS,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,4,2025-12
RS,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,10,2025-12
RS,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,17,2025-12
RS,32300,"AGENCIA NACIONAL DO PETROLEO, GAS NATURAL E BIOCOMBUSTIVEIS",32000,MINISTERIO DE MINAS E ENERGIA,,4,2025-12
RS,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,22,2025-12
RS,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,9,2025-12
RS,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,198,2025-12
RS,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,25,2025-12
RS,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,9,2025-12
RS,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,92,2025-12
RS,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,4,2025-12
RS,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,5,2025-12
RS,29205,EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S.A.,40112,MINISTERIO DO DESENVOLVIMENTO REGIONAL,,1,2025-12
RS,40408,FUNDACAO CULTURAL PALMARES,54100,MINISTERIO DA CULTURA,,1,2025-12
RS,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,136,2025-12
RS,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,9,2025-12
RS,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,9,2025-12
RS,16100,FUNDACAO OSORIO,40115,MINISTERIO DA DEFESA,,10,2025-12
RS,26278,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,15000,MINISTERIO DA EDUCACAO,UNIV,2580,2025-12
RS,26266,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,15000,MINISTERIO DA EDUCACAO,UNIV,1589,2025-12
RS,96320,GOVERNO DO ESTADO DO RIO GRANDE DO SUL,-1,SEM INFORMACAO,,21,2025-12
RS,99013,HOSPITAL DE CLINICAS DE PORTO ALEGRE,15000,MINISTERIO DA EDUCACAO,,14,2025-12
RS,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,1,2025-12
RS,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,74,2025-12
RS,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,42,2025-12
RS,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,29,2025-12
RS,26422,INSTITUTO FEDERAL CATARINENSE,15000,MINISTERIO DA EDUCACAO,,3,2025-12
RS,26419,INSTITUTO FEDERAL DO RIO GRANDE DO SUL,15000,MINISTERIO DA EDUCACAO,IF,2195,2025-12
RS,26430,INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO,15000,MINISTERIO DA EDUCACAO,IF,109,2025-12
RS,26420,INSTITUTO FEDERAL FARROUPILHA,15000,MINISTERIO DA EDUCACAO,,1437,2025-12
RS,26436,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,15000,MINISTERIO DA EDUCACAO,,1609,2025-12
RS,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,5,2025-12
RS,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,79,2025-12
RS,30203,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,51,2025-12
RS,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,1097,2025-12
RS,40100,MIN DA INTEG E DO DESENV REGIONAL,-1,SEM INFORMACAO,,2,2025-12
RS,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,3,2025-12
RS,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,47,2025-12
RS,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,333,2025-12
RS,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,1362,2025-12
RS,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,272,2025-12
RS,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,66,2025-12
RS,35000,MINISTERIO DAS RELACOES EXTERIORES,-1,SEM INFORMACAO,,3,2025-12
RS,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,224,2025-12
RS,20101,PRESIDENCIA DA REPUBLICA,-1,SEM INFORMACAO,,1,2025-12
RS,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,7,2025-12
RS,26440,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,15000,MINISTERIO DA EDUCACAO,UNIV,457,2025-12
RS,26284,UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,15000,MINISTERIO DA EDUCACAO,UNIV,593,2025-12
RS,26247,UNIVERSIDADE FEDERAL DE SANTA MARIA - RS,15000,MINISTERIO DA EDUCACAO,UNIV,3900,2025-12
RS,26273,UNIVERSIDADE FEDERAL DO RIO GRANDE - RS,15000,MINISTERIO DA EDUCACAO,UNIV,1857,2025-12
RS,26244,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,15000,MINISTERIO DA EDUCACAO,UNIV,5216,2025-12
SC,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,274,2025-12
SC,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,26,2025-12
SC,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,15,2025-12
SC,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,10,2025-12
SC,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,23,2025-12
SC,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,20,2025-12
SC,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,1,2025-12
SC,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,14,2025-12
SC,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,67,2025-12
SC,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,29,2025-12
SC,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,10,2025-12
SC,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,91,2025-12
SC,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,21,2025-12
SC,24205,FUNDACAO BIBLIOTECA NACIONAL,54100,MINISTERIO DA CULTURA,,2,2025-12
SC,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,122,2025-12
SC,57201,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",33200,MINISTERIO DO TRABALHO E EMPREGO,,12,2025-12
SC,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,10,2025-12
SC,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,22,2025-12
SC,26285,FUNDACAO UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SC,96220,GOVERNO DO ESTADO DE SANTA CATARINA,-1,SEM INFORMACAO,,16,2025-12
SC,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,9,2025-12
SC,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,82,2025-12
SC,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,88,2025-12
SC,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,28,2025-12
SC,26404,INSTITUTO FEDERAL BAIANO,15000,MINISTERIO DA EDUCACAO,,1,2025-12
SC,26422,INSTITUTO FEDERAL CATARINENSE,15000,MINISTERIO DA EDUCACAO,,1725,2025-12
SC,26438,INSTITUTO FEDERAL DE SANTA CATARINA,15000,MINISTERIO DA EDUCACAO,IF,2658,2025-12
SC,26423,INSTITUTO FEDERAL DE SERGIPE,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
SC,26413,INSTITUTO FEDERAL DO TRIANGULO MINEIRO,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
SC,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,3,2025-12
SC,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,66,2025-12
SC,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,970,2025-12
SC,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,6,2025-12
SC,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,84,2025-12
SC,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,269,2025-12
SC,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,604,2025-12
SC,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,3,2025-12
SC,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,189,2025-12
SC,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,102,2025-12
SC,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,159,2025-12
SC,26440,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,15000,MINISTERIO DA EDUCACAO,UNIV,517,2025-12
SC,26246,UNIVERSIDADE FEDERAL DE SANTA CATARINA,15000,MINISTERIO DA EDUCACAO,UNIV,5316,2025-12
SC,26280,UNIVERSIDADE FEDERAL DE SAO CARLOS - SP,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SC,26241,UNIVERSIDADE FEDERAL DO PARANA,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SE,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,87,2025-12
SE,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,2,2025-12
SE,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,14,2025-12
SE,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,3,2025-12
SE,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,6,2025-12
SE,26201,COLEGIO PEDRO II,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
SE,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,1,2025-12
SE,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,7,2025-12
SE,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,26,2025-12
SE,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,11,2025-12
SE,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,43,2025-12
SE,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,7,2025-12
