uf_residencia,uf_upag,org_atuacao,grupo_nucleo,n_abono,mes_ref
TO,TO,FUNDACAO UNIVERSIDADE FED. DO TOCANTINS,UNIV,31,2025-12
TO,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,3,2025-12
TO,TO,INSTITUTO FEDERAL DO TOCANTINS,IF,32,2025-12
TO,TO,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,24,2025-12
TO,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,7,2025-12
TO,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,1,2025-12
TO,TO,MINISTERIO DA AGRICULTURA E PECUARIA,,3,2025-12
TO,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,1,2025-12
TO,DF,MINISTERIO DA FAZENDA,FAZ,11,2025-12
TO,TO,MINISTERIO DA SAUDE,,80,2025-12
TO,BA,MINISTERIO DA SAUDE,,1,2025-12
TO,PA,MINISTERIO DA SAUDE,,2,2025-12
TO,DF,MINISTERIO DAS COMUNICACOES,,1,2025-12
TO,DF,MINISTERIO DO TRABALHO E EMPREGO,,3,2025-12
TO,TO,UNIVERSIDADE FEDERAL NORTE DO TOCANTINS,UNIV,11,2025-12
