uf_residencia,uf_upag,org_atuacao,grupo_nucleo,n_abono,mes_ref
PA,DF,MINISTERIO DAS CIDADES,,1,2025-12
PA,DF,MINISTERIO DAS COMUNICACOES,,1,2025-12
PA,DF,MINISTERIO DAS RELACOES EXTERIORES,,5,2025-12
PA,DF,MINISTERIO DE PORTOS E AEROPORTOS,,1,2025-12
PA,DF,MINISTERIO DO TRABALHO E EMPREGO,,58,2025-12
PA,PA,SUPERINTENDENCIA DO DESENV. DA AMAZONIA,,24,2025-12
PA,MS,UNIV. FEDERAL DE MATO GROSSO DO SUL,UNIV,1,2025-12
PA,PA,UNIVERSIDADE FED. SUL SUDESTE DO PARA,,7,2025-12
PA,PA,UNIVERSIDADE FEDERAL DO OESTE DO PARA,UNIV,31,2025-12
PA,PA,UNIVERSIDADE FEDERAL DO PARA,UNIV,779,2025-12
PA,RJ,UNIVERSIDADE FEDERAL FLUMINENSE,UNIV,3,2025-12
PA,PA,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,UNIV,132,2025-12
PB,DF,ADVOCACIA-GERAL DA UNIAO,,22,2025-12
PB,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,2,2025-12
PB,DF,AGENCIA NACIONAL DE MINERACAO,,1,2025-12
PB,PB,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,5,2025-12
PB,DF,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,1,2025-12
PB,DF,COMANDO DO EXERCITO,,10,2025-12
PB,DF,CONTROLADORIA-GERAL DA UNIAO,,2,2025-12
PB,PB,DEPARTAMENTO DE POLICIA FEDERAL,,61,2025-12
PB,PR,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
PB,AC,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
PB,DF,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
PB,PE,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
PB,PB,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,6,2025-12
PB,RN,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,1,2025-12
PB,PB,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,35,2025-12
PB,PB,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,,30,2025-12
PB,PE,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,18,2025-12
PB,RO,FUND. UNIVERSIDADE FEDERAL DE RONDONIA,UNIV,1,2025-12
PB,PB,FUNDACAO NACIONAL DE SAUDE,,31,2025-12
PB,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,3,2025-12
PB,PE,FUNDACAO OSWALDO CRUZ,,1,2025-12
PB,DF,FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO,,1,2025-12
PB,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,13,2025-12
PB,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,4,2025-12
PB,DF,INSTITUTO DE PESQUISA ECONOMICA APLICADA,,1,2025-12
PB,PB,INSTITUTO FEDERAL DA PARAIBA,,149,2025-12
PB,MT,INSTITUTO FEDERAL DE MATO GROSSO,IF,1,2025-12
PB,PE,INSTITUTO FEDERAL DE PERNAMBUCO,IF,2,2025-12
PB,PE,INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO,IF,1,2025-12
PB,MG,INSTITUTO FEDERAL DO SUL DE MINAS GERAIS,IF,1,2025-12
PB,PB,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,12,2025-12
PB,PE,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,103,2025-12
PB,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
PB,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,9,2025-12
PB,DF,MINISTERIO CIENCIA TECNOLOGIA INOVA,,2,2025-12
PB,PB,MINISTERIO DA AGRICULTURA E PECUARIA,,20,2025-12
PB,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,1,2025-12
PB,PE,MINISTERIO DA FAZENDA,FAZ,49,2025-12
PB,DF,MINISTERIO DA FAZENDA,FAZ,11,2025-12
PB,PR,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PB,MG,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PB,RS,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PB,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,7,2025-12
PB,PB,MINISTERIO DA SAUDE,,275,2025-12
PB,DF,MINISTERIO DA SAUDE,,1,2025-12
PB,PE,MINISTERIO DA SAUDE,,3,2025-12
PB,DF,MINISTERIO DAS RELACOES EXTERIORES,,1,2025-12
PB,DF,MINISTERIO DO TRABALHO E EMPREGO,,43,2025-12
PB,RN,UNIVERSIDADE FED. DO RIO GRANDE DO NORTE,,2,2025-12
PB,PB,UNIVERSIDADE FEDERAL DA PARAIBA,UNIV,871,2025-12
PB,AL,UNIVERSIDADE FEDERAL DE ALAGOAS,UNIV,1,2025-12
PB,PB,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UNIV,451,2025-12
PB,PE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIV,5,2025-12
PB,PA,UNIVERSIDADE FEDERAL DO PARA,UNIV,1,2025-12
PB,RJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIV,1,2025-12
PE,DF,ADVOCACIA-GERAL DA UNIAO,,44,2025-12
PE,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,3,2025-12
PE,DF,AGENCIA NAC. DE TRANSPORTES TERRESTRES,,1,2025-12
PE,DF,AGENCIA NACIONAL DE AVIACAO CIVIL,,4,2025-12
PE,DF,AGENCIA NACIONAL DE MINERACAO,,14,2025-12
PE,RJ,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,,1,2025-12
PE,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,1,2025-12
PE,PE,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,10,2025-12
PE,DF,COMANDO DA AERONAUTICA,,60,2025-12
PE,PE,COMANDO DA MARINHA,,7,2025-12
PE,DF,COMANDO DO EXERCITO,,67,2025-12
PE,PE,COMISSAO NACIONAL DE ENERGIA NUCLEAR,,7,2025-12
PE,DF,CONTROLADORIA-GERAL DA UNIAO,,8,2025-12
PE,PE,DEPARTAMENTO DE POLICIA FEDERAL,,75,2025-12
PE,BA,DEPARTAMENTO DE POLICIA FEDERAL,,2,2025-12
PE,DF,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
PE,PE,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,8,2025-12
PE,PE,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,55,2025-12
PE,RS,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
PE,PE,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,,17,2025-12
PE,DF,FUND COORD APERF PESSOAL NIVEL SUPERIOR,,1,2025-12
PE,PE,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,36,2025-12
PE,RJ,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,1,2025-12
PE,SP,FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO,,2,2025-12
PE,PE,FUND.UNIV.FED.DO VALE DO SAO FRANCISCO,,9,2025-12
PE,PE,FUNDACAO JOAQUIM NABUCO,,70,2025-12
PE,DF,FUNDACAO NACIONAL DE SAUDE,,2,2025-12
PE,BA,FUNDACAO NACIONAL DE SAUDE,,2,2025-12
PE,PE,FUNDACAO NACIONAL DE SAUDE,,40,2025-12
PE,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,32,2025-12
PE,PE,FUNDACAO OSWALDO CRUZ,,36,2025-12
PE,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,28,2025-12
PE,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,12,2025-12
PE,DF,INSTITUTO DO PATR.HIST.E ART. NACIONAL,,7,2025-12
PE,AL,INSTITUTO FEDERAL DE ALAGOAS,IF,2,2025-12
PE,PE,INSTITUTO FEDERAL DE PERNAMBUCO,IF,213,2025-12
PE,AM,INSTITUTO FEDERAL DO AMAZONAS,IF,1,2025-12
PE,PE,INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO,IF,46,2025-12
PE,TO,INSTITUTO FEDERAL DO TOCANTINS,IF,1,2025-12
PE,RJ,INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL,,1,2025-12
PE,PE,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,34,2025-12
PE,PE,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,160,2025-12
PE,DF,MIN DA INTEG E DO DESENV REGIONAL,,4,2025-12
PE,DF,MIN DESENVOLV IND COMERCIO E SERVICOS,,1,2025-12
PE,PE,MIN GESTAO E INOV EM SERV PUBLICOS,,6,2025-12
PE,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,38,2025-12
PE,PE,MINISTERIO CIENCIA TECNOLOGIA INOVA,,1,2025-12
PE,DF,MINISTERIO CIENCIA TECNOLOGIA INOVA,,1,2025-12
PE,PE,MINISTERIO DA AGRICULTURA E PECUARIA,,60,2025-12
PE,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,5,2025-12
PE,PB,MINISTERIO DA AGRICULTURA E PECUARIA,,1,2025-12
PE,SP,MINISTERIO DA AGRICULTURA E PECUARIA,,1,2025-12
PE,DF,MINISTERIO DA CULTURA,,1,2025-12
PE,DF,MINISTERIO DA EDUCACAO,,1,2025-12
PE,PE,MINISTERIO DA FAZENDA,FAZ,129,2025-12
PE,MG,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PE,PR,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PE,DF,MINISTERIO DA FAZENDA,FAZ,30,2025-12
PE,SP,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PE,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,8,2025-12
PE,PE,MINISTERIO DA SAUDE,,571,2025-12
PE,BA,MINISTERIO DA SAUDE,,3,2025-12
PE,AL,MINISTERIO DA SAUDE,,1,2025-12
PE,DF,MINISTERIO DAS COMUNICACOES,,4,2025-12
PE,DF,MINISTERIO DE MINAS E ENERGIA,,1,2025-12
PE,DF,MINISTERIO DE PORTOS E AEROPORTOS,,1,2025-12
PE,DF,MINISTERIO DO TRABALHO E EMPREGO,,51,2025-12
PE,DF,MINISTERIO DOS TRANSPORTES,,2,2025-12
PE,PE,SUPERINTENDENCIA DO DESENV. DO NORDESTE,,67,2025-12
PE,PE,UNIVER. FEDERAL DO AGRESTE DE PERNAMBUCO,,3,2025-12
PE,PB,UNIVERSIDADE FEDERAL DA PARAIBA,UNIV,3,2025-12
PE,PE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIV,1060,2025-12
PE,PE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIV,284,2025-12
PI,DF,ADVOCACIA-GERAL DA UNIAO,,10,2025-12
PI,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,1,2025-12
PI,DF,AGENCIA NACIONAL DE MINERACAO,,3,2025-12
PI,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,1,2025-12
PI,PI,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,2,2025-12
PI,DF,COMANDO DO EXERCITO,,33,2025-12
PI,DF,CONTROLADORIA-GERAL DA UNIAO,,8,2025-12
PI,PI,DEPARTAMENTO DE POLICIA FEDERAL,,41,2025-12
PI,MA,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
PI,PI,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,8,2025-12
PI,MA,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,1,2025-12
PI,PI,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,50,2025-12
PI,MA,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,3,2025-12
PI,PI,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,,60,2025-12
PI,CE,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,19,2025-12
PI,RO,FUND. UNIVERSIDADE FEDERAL DE RONDONIA,UNIV,1,2025-12
PI,PE,FUND.UNIV.FED.DO VALE DO SAO FRANCISCO,,2,2025-12
PI,PI,FUNDACAO NACIONAL DE SAUDE,,23,2025-12
PI,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,1,2025-12
PI,MA,FUNDACAO UNIVERSIDADE DO MARANHAO,UNIV,1,2025-12
PI,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,17,2025-12
PI,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,3,2025-12
PI,MA,INSTITUTO FEDERAL DO MARANHAO,IF,2,2025-12
PI,PI,INSTITUTO FEDERAL DO PIAUI,IF,71,2025-12
PI,PI,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,18,2025-12
PI,PE,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,87,2025-12
PI,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,7,2025-12
PI,PI,MIN GESTAO E INOV EM SERV PUBLICOS,,1,2025-12
PI,PI,MINISTERIO DA AGRICULTURA E PECUARIA,,15,2025-12
PI,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,5,2025-12
PI,CE,MINISTERIO DA FAZENDA,FAZ,24,2025-12
PI,DF,MINISTERIO DA FAZENDA,FAZ,9,2025-12
PI,PR,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PI,SP,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PI,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,1,2025-12
PI,PI,MINISTERIO DA SAUDE,,223,2025-12
PI,MA,MINISTERIO DA SAUDE,,2,2025-12
PI,RO,MINISTERIO DA SAUDE,,1,2025-12
PI,DF,MINISTERIO DAS COMUNICACOES,,1,2025-12
PI,DF,MINISTERIO DO TRABALHO E EMPREGO,,22,2025-12
PI,PI,UNIV. FEDERAL DO DELTA DO PARNAIBA,UNIV,9,2025-12
PI,PI,UNIVERSIDADE FEDERAL DO PIAUI,UNIV,381,2025-12
PR,DF,ADVOCACIA-GERAL DA UNIAO,,26,2025-12
PR,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,5,2025-12
PR,RJ,AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI,,1,2025-12
PR,DF,AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS,,2,2025-12
PR,DF,AGENCIA NAC. DE TRANSPORTES TERRESTRES,,3,2025-12
PR,DF,AGENCIA NACIONAL DE AVIACAO CIVIL,,2,2025-12
PR,DF,AGENCIA NACIONAL DE MINERACAO,,3,2025-12
PR,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,12,2025-12
PR,PR,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,14,2025-12
PR,DF,COMANDO DA AERONAUTICA,,3,2025-12
PR,PR,COMANDO DA MARINHA,,3,2025-12
PR,DF,COMANDO DO EXERCITO,,16,2025-12
PR,DF,CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO,,1,2025-12
PR,DF,CONTROLADORIA-GERAL DA UNIAO,,6,2025-12
PR,PR,DEPARTAMENTO DE POLICIA FEDERAL,,120,2025-12
PR,SP,DEPARTAMENTO DE POLICIA FEDERAL,,2,2025-12
PR,DF,DEPARTAMENTO DE POLICIA FEDERAL,,2,2025-12
PR,SC,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,1,2025-12
PR,PR,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,13,2025-12
PR,PR,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,69,2025-12
PR,SC,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
PR,DF,FUND COORD APERF PESSOAL NIVEL SUPERIOR,,1,2025-12
PR,PR,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,22,2025-12
PR,SP,FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO,,1,2025-12
PR,PR,FUNDACAO NACIONAL DE SAUDE,,9,2025-12
PR,DF,FUNDACAO NACIONAL DE SAUDE,,1,2025-12
PR,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,5,2025-12
PR,RJ,FUNDACAO OSWALDO CRUZ,,3,2025-12
PR,DF,FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO,,1,2025-12
PR,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,11,2025-12
PR,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,4,2025-12
PR,DF,INSTITUTO DO PATR.HIST.E ART. NACIONAL,,2,2025-12
PR,SC,INSTITUTO FEDERAL CATARINENSE,,1,2025-12
PR,SP,INSTITUTO FEDERAL DE SAO PAULO,IF,1,2025-12
PR,AM,INSTITUTO FEDERAL DO AMAZONAS,IF,1,2025-12
PR,PR,INSTITUTO FEDERAL DO PARANA,IF,44,2025-12
PR,PR,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,11,2025-12
PR,SC,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,87,2025-12
PR,SP,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
PR,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,2,2025-12
PR,PR,MIN GESTAO E INOV EM SERV PUBLICOS,,1,2025-12
PR,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,10,2025-12
PR,DF,MINIST. DA JUSTICA E SEGURANCA PUBLICA,,4,2025-12
PR,PR,MINISTERIO DA AGRICULTURA E PECUARIA,,46,2025-12
PR,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,2,2025-12
PR,DF,MINISTERIO DA FAZENDA,FAZ,23,2025-12
PR,PR,MINISTERIO DA FAZENDA,FAZ,259,2025-12
PR,SP,MINISTERIO DA FAZENDA,FAZ,8,2025-12
PR,PA,MINISTERIO DA FAZENDA,FAZ,1,2025-12
PR,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,9,2025-12
PR,PR,MINISTERIO DA SAUDE,,112,2025-12
PR,AP,MINISTERIO DA SAUDE,,1,2025-12
PR,DF,MINISTERIO DAS COMUNICACOES,,1,2025-12
PR,DF,MINISTERIO DAS RELACOES EXTERIORES,,2,2025-12
PR,DF,MINISTERIO DO TRABALHO E EMPREGO,,24,2025-12
PR,DF,MINISTERIO DOS TRANSPORTES,,1,2025-12
PR,RJ,SUPERINTENDENCIA DE SEGUROS PRIVADOS,,1,2025-12
PR,PR,UNIV.FED. DA INTEGRACAO LATINO-AMERICANA,,7,2025-12
PR,PR,UNIVERS. TECNOLOGICA FEDERAL DO PARANA,,234,2025-12
PR,RS,UNIVERSIDADE FED. DO RIO GRANDE DO SUL,,1,2025-12
PR,SC,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UNIV,5,2025-12
PR,PR,UNIVERSIDADE FEDERAL DO PARANA,UNIV,544,2025-12
RJ,DF,ADVOCACIA-GERAL DA UNIAO,,148,2025-12
RJ,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,5,2025-12
RJ,RJ,AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI,,29,2025-12
RJ,DF,AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS,,5,2025-12
RJ,DF,AGENCIA NAC. DE TRANSPORTES TERRESTRES,,7,2025-12
RJ,DF,AGENCIA NACIONAL DE AGUAS,,1,2025-12
RJ,DF,AGENCIA NACIONAL DE AVIACAO CIVIL,,22,2025-12
RJ,DF,AGENCIA NACIONAL DE MINERACAO,,11,2025-12
RJ,RJ,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,,16,2025-12
RJ,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,6,2025-12
RJ,RJ,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,14,2025-12
RJ,DF,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,1,2025-12
RJ,RJ,AGENCIA NACIONAL DO CINEMA,,10,2025-12
RJ,RJ,CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA,,112,2025-12
RJ,RJ,COLEGIO PEDRO II,IF,209,2025-12
RJ,RJ,COMANDO DA AERONAUTICA,,226,2025-12
RJ,DF,COMANDO DA AERONAUTICA,,65,2025-12
RJ,RJ,COMANDO DA MARINHA,,930,2025-12
RJ,DF,COMANDO DO EXERCITO,,253,2025-12
RJ,RJ,COMISSAO DE VALORES MOBILIARIOS,,37,2025-12
RJ,RJ,COMISSAO NACIONAL DE ENERGIA NUCLEAR,,220,2025-12
RJ,DF,CONTROLADORIA-GERAL DA UNIAO,,6,2025-12
RJ,RJ,DEPARTAMENTO DE POLICIA FEDERAL,,196,2025-12
RJ,DF,DEPARTAMENTO DE POLICIA FEDERAL,,4,2025-12
RJ,RJ,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,38,2025-12
RJ,DF,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,1,2025-12
RJ,RJ,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,63,2025-12
RJ,ES,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,2,2025-12
RJ,RJ,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,355,2025-12
RJ,SP,FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO,,3,2025-12
RJ,DF,FUNDACAO ALEXANDRE DE GUSMAO,,1,2025-12
RJ,RJ,FUNDACAO BIBLIOTECA NACIONAL,,58,2025-12
RJ,RJ,FUNDACAO CASA DE RUI BARBOSA,,21,2025-12
RJ,RJ,FUNDACAO NACIONAL DE ARTES,,45,2025-12
RJ,RJ,FUNDACAO NACIONAL DE SAUDE,,14,2025-12
RJ,DF,FUNDACAO NACIONAL DE SAUDE,,1,2025-12
RJ,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,5,2025-12
RJ,RJ,FUNDACAO OSORIO,,10,2025-12
RJ,RJ,FUNDACAO OSWALDO CRUZ,,920,2025-12
RJ,BA,FUNDACAO OSWALDO CRUZ,,1,2025-12
RJ,MG,FUNDACAO UNIV. FEDERAL DE OURO PRETO,UNIV,1,2025-12
RJ,DF,FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO,,1,2025-12
RJ,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,10,2025-12
RJ,RJ,"INST.NAC.METROLOGIA,NORM.E QUAL.INDL.",,67,2025-12
RJ,DF,INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS,,1,2025-12
RJ,DF,INSTITUTO BRASILEIRO DE MUSEUS,,50,2025-12
RJ,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,20,2025-12
RJ,RJ,INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ,,23,2025-12
RJ,DF,INSTITUTO DE PESQUISA ECONOMICA APLICADA,,10,2025-12
RJ,DF,INSTITUTO DO PATR.HIST.E ART. NACIONAL,,44,2025-12
RJ,PR,INSTITUTO FEDERAL DO PARANA,IF,1,2025-12
RJ,RJ,INSTITUTO FEDERAL DO RIO DE JANEIRO,IF,93,2025-12
RJ,RN,INSTITUTO FEDERAL DO RIO GRANDE DO NORTE,IF,1,2025-12
RJ,RJ,INSTITUTO FEDERAL FLUMINENSE,,100,2025-12
RJ,RJ,INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL,,56,2025-12
RJ,RJ,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,10,2025-12
RJ,RJ,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,458,2025-12
RJ,MG,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
RJ,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
RJ,DF,MIN DESENVOLV IND COMERCIO E SERVICOS,,1,2025-12
RJ,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,253,2025-12
RJ,RJ,MIN GESTAO E INOV EM SERV PUBLICOS,,18,2025-12
RJ,DF,MINIST. DA JUSTICA E SEGURANCA PUBLICA,,2,2025-12
RJ,RJ,MINISTERIO CIENCIA TECNOLOGIA INOVA,,125,2025-12
RJ,AM,MINISTERIO CIENCIA TECNOLOGIA INOVA,,1,2025-12
RJ,DF,MINISTERIO CIENCIA TECNOLOGIA INOVA,,10,2025-12
RJ,RJ,MINISTERIO DA AGRICULTURA E PECUARIA,,35,2025-12
RJ,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,10,2025-12
RJ,DF,MINISTERIO DA CULTURA,,14,2025-12
RJ,RJ,MINISTERIO DA DEFESA,,3,2025-12
RJ,RJ,MINISTERIO DA EDUCACAO,,48,2025-12
RJ,DF,MINISTERIO DA EDUCACAO,,5,2025-12
RJ,RJ,MINISTERIO DA FAZENDA,FAZ,427,2025-12
RJ,DF,MINISTERIO DA FAZENDA,FAZ,58,2025-12
RJ,SP,MINISTERIO DA FAZENDA,FAZ,5,2025-12
RJ,MG,MINISTERIO DA FAZENDA,FAZ,2,2025-12
RJ,PR,MINISTERIO DA FAZENDA,FAZ,1,2025-12
RJ,DF,MINISTERIO DA PESCA E AQUICULTURA,,2,2025-12
RJ,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,23,2025-12
RJ,RJ,MINISTERIO DA SAUDE,,2732,2025-12
RJ,DF,MINISTERIO DA SAUDE,,5,2025-12
RJ,DF,MINISTERIO DAS COMUNICACOES,,1,2025-12
RJ,DF,MINISTERIO DAS RELACOES EXTERIORES,,17,2025-12
RJ,DF,MINISTERIO DE PORTOS E AEROPORTOS,,12,2025-12
RJ,DF,MINISTERIO DO ESPORTE,,1,2025-12
RJ,DF,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,,1,2025-12
RJ,DF,MINISTERIO DO TRABALHO E EMPREGO,,104,2025-12
RJ,DF,MINISTERIO DOS TRANSPORTES,,10,2025-12
RJ,RJ,SUPERINTENDENCIA DE SEGUROS PRIVADOS,,26,2025-12
RJ,AM,SUPERINTENDENCIA ZONA FRANCA DE MANAUS,,1,2025-12
RJ,MG,UNI.FED.VALES DO JEQUITINHONHA E MUCURI,,1,2025-12
RJ,RJ,UNIV. FEDERAL RURAL DO RIO DE JANEIRO,UNIV,345,2025-12
RJ,RJ,UNIVERSIDADE DO RIO DE JANEIRO,,244,2025-12
RJ,BA,UNIVERSIDADE FEDERAL DA BAHIA,UNIV,1,2025-12
RJ,PB,UNIVERSIDADE FEDERAL DA PARAIBA,UNIV,1,2025-12
RJ,MG,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UNIV,2,2025-12
RJ,ES,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,UNIV,3,2025-12
RJ,RJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIV,2456,2025-12
RJ,BA,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,UNIV,1,2025-12
RJ,RJ,UNIVERSIDADE FEDERAL FLUMINENSE,UNIV,966,2025-12
RN,DF,ADVOCACIA-GERAL DA UNIAO,,15,2025-12
RN,RJ,AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI,,1,2025-12
RN,DF,AGENCIA NACIONAL DE MINERACAO,,3,2025-12
RN,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,1,2025-12
RN,RN,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,5,2025-12
RN,DF,COMANDO DA AERONAUTICA,,48,2025-12
RN,RN,COMANDO DA MARINHA,,11,2025-12
RN,RJ,COMANDO DA MARINHA,,1,2025-12
RN,DF,COMANDO DO EXERCITO,,24,2025-12
RN,DF,CONTROLADORIA-GERAL DA UNIAO,,3,2025-12
